"","libgeo","taux_pvt total","taux_pvt moins30","taux_pvt 30_39","taux_pvt 40_49","taux_pvt 50_59","taux_pvt 60_74","taux_pvt 75plus","intensite_pvt ","nb_dossiers_deposes ","poids_presta_sociale_revenu_dispo ","agribio_nbexp ","agribio_surf certif","agribio_surf conver","agribio_surf tot","saue ","part_agribio_surf ","agri_usa_raa20 aperm","agri_usa_raa20 arables","agri_usa_raa20 arom","agri_usa_raa20 autre","agri_usa_raa20 betind","agri_usa_raa20 bois","agri_usa_raa20 cerea","agri_usa_raa20 choux","agri_usa_raa20 fibr","agri_usa_raa20 fleur","agri_usa_raa20 fouran","agri_usa_raa20 fruit","agri_usa_raa20 inddiv","agri_usa_raa20 jach","agri_usa_raa20 jfame","agri_usa_raa20 jfamh","agri_usa_raa20 lande","agri_usa_raa20 lfrais","agri_usa_raa20 lsec","agri_usa_raa20 olea","agri_usa_raa20 pepin","agri_usa_raa20 perm","agri_usa_raa20 pote","agri_usa_raa20 prairartif","agri_usa_raa20 prot","agri_usa_raa20 saue","agri_usa_raa20 saut","agri_usa_raa20 semen","agri_usa_raa20 solartif","agri_usa_raa20 sthe","agri_usa_raa20 sthh","agri_usa_raa20 stot","agri_usa_raa20 vigne","agri_usa_raa20 sucdom","agri_usa_raa20 tdom","nb_tues_routes ","nb_blesses_routes ","pop_75 ","pop total","pop ","pop f_15_24","pop f_25_54","pop f_55_64","pop f","pop h_15_24","pop h_25_54","pop h_55_64","pop h","pop 15_24","pop 25_54","pop 55_64","part_pop75 ","esper_vie homme","esper_vie femme","apadom ","apaetab ","pop75 ","part_apa_plus75 ","nb_deces_cancer homme","nb_deces_cancer femme","20_24_sortis_etudes_nondip ","20_24_sortis_etudes ","part_20_24_sortis_nondip ","sal_hor_net_femme age_1","sal_hor_net_femme age_2","sal_hor_net_femme age_3","sal_hor_net_femme cs_3","sal_hor_net_femme cs_4","sal_hor_net_femme cs_5","sal_hor_net_femme cs_6","sal_hor_net_femme ens","sal_hor_net_homme age_1","sal_hor_net_homme age_2","sal_hor_net_homme age_3","sal_hor_net_homme cs_3","sal_hor_net_homme cs_4","sal_hor_net_homme cs_5","sal_hor_net_homme cs_6","sal_hor_net_homme ens","ecart_sal_hor_net age_1","ecart_sal_hor_net age_2","ecart_sal_hor_net age_3","ecart_sal_hor_net cs_3","ecart_sal_hor_net cs_4","ecart_sal_hor_net cs_5","ecart_sal_hor_net cs_6","ecart_sal_hor_net ens","actifs_occ total","actifs_occ f_15_24","actifs_occ f_25_54","actifs_occ f_55_64","actifs_occ f","actifs_occ h_15_24","actifs_occ h_25_54","actifs_occ h_55_64","actifs_occ h","actifs_occ 15_24","actifs_occ 25_54","actifs_occ 55_64","taux_emp total","taux_emp f_15_24","taux_emp f_25_54","taux_emp f_55_64","taux_emp f","taux_emp h_15_24","taux_emp h_25_54","taux_emp h_55_64","taux_emp h","taux_emp 15_24","taux_emp 25_54","taux_emp 55_64","ecart_tx_emp_f_h total","ecart_tx_emp_f_h 15_24","ecart_tx_emp_f_h 25_54","ecart_tx_emp_f_h 55_64","taux_rendmt_res_distr ","vol_prelev total","vol_prelev supe_aep","vol_prelev supe_ind","vol_prelev supe_irr","vol_prelev supe_elec","vol_prelev supe_can","vol_prelev supe_hydro","vol_prelev sout_aep","vol_prelev sout_ind","vol_prelev sout_irr","vol_prelev sout_elec","vol_prelev sout_can","vol_prelev saum_ind","vol_prelev saum_elec","vol_prelev saum_can","vol_prelev saum_irr","vol_prelev saum_hydro","ESU_NIT_NB_TOT_CLAS1 ","ESU_NIT_NB_TOT_CLAS2 ","ESU_NIT_NB_TOT_CLAS3 ","ESU_NIT_NB_TOT_CLAS4 ","ESU_NIT_NB_TOT_CLAS5 ","ESU_NIT_NB_TOT ","part_class_5_eau_sup_nit ","ESU_PES_NB_TOT_CLAS1 ","ESU_PES_NB_TOT_CLAS2 ","ESU_PES_NB_TOT_CLAS3 ","ESU_PES_NB_TOT_CLAS4 ","ESU_PES_NB_TOT_CLAS5 ","ESU_PES_NB_TOT ","part_class_5_eau_sup_pes ","ESO_NIT_NB_TOT_CLAS1 ","ESO_NIT_NB_TOT_CLAS2 ","ESO_NIT_NB_TOT_CLAS3 ","ESO_NIT_NB_TOT_CLAS4 ","ESO_NIT_NB_TOT_CLAS5 ","ESO_NIT_NB_TOT ","part_class_5_eau_sout_nit ","ESO_PES_NB_TOT_CLAS1 ","ESO_PES_NB_TOT_CLAS2 ","ESO_PES_NB_TOT_CLAS3 ","ESO_PES_NB_TOT_CLAS4 ","ESO_PES_NB_TOT_CLAS5 ","ESO_PES_NB_TOT ","part_class_5_eau_sout_pes ","baign_nb_douce total","baign_nb_douce noncl","baign_nb_douce excel","baign_nb_douce bonne","baign_nb_douce suffi","baign_nb_douce insuf","part_baign_douce noncl","part_baign_douce excel","part_baign_douce bonne","part_baign_douce suffi","part_baign_douce insuf","baign_nb_mer total","baign_nb_mer noncl","baign_nb_mer excel","baign_nb_mer bonne","baign_nb_mer suffi","baign_nb_mer insuf","part_baign_mer noncl","part_baign_mer excel","part_baign_mer bonne","part_baign_mer suffi","part_baign_mer insuf","step_nb ","step_capa tot","step_capa conf_oui","step_capa conf_non","step_pollu ","step_capacite ","step_taux_conform ","step_prodboues ","taux_chom_bit total","taux_chom_bit homme","taux_chom_bit femme","taux_chom_bit 15_24","taux_chom_bit 25_49","taux_chom_bit plus50","chomeurs total","chomeurs 15_24","chomeurs 25_54","chomeurs 55_64","actifs total","actifs 15_24","actifs 25_54","actifs 55_64","taux_chom_rp total","taux_chom_rp 15_24","taux_chom_rp 25_54","taux_chom_rp 55_64","nb_crea_etablissements ","nb_etablissements ","taux_crea_etab ","salaries_tp ","salaries ","part_tps_partiel ","chomeur_ld ","chomeurs_total ","part_chomeurs_ld ","salaries_form_parti ","salaries_horsform_lt ","part_salarie_form_parti ","emp_ess_tot ","eff_tot ","part_emp_ess ","emp_ess coop","emp_ess mutu","emp_ess asso","emp_ess fond","emp_ess autr","jeunes_18_24_noninseres ","jeunes_18_24_nonscol ","part_jeunes_non_inseres ","med_dist_min_hp act","med_dist_min_hp nav","med_dist_km act","med_dist_km nav","nb_depl_dom_trav tec","nb_depl_dom_trav voiture","nb_depl_dom_trav deux_roues","nb_depl_dom_trav velo","nb_depl_dom_trav deux_roues_mot","nb_depl_dom_trav pied","nb_depl_dom_trav sans_transp","part_depl_dom_trav tec","part_depl_dom_trav voiture","part_depl_dom_trav deux_roues","part_depl_dom_trav velo","part_depl_dom_trav deux_roues_mot","part_depl_dom_trav pied","part_depl_dom_trav sans_transp","nb_etab_seveso total","nb_etab_seveso sb","nb_etab_seveso sh","risq_icpe_autor ","risq_pprt comappr","risq_pprt compres","CO2_netab ","CO2_emissions total","CO2_emissions bio","CO2_emissions nonbio","niveau_vie_rap_interdec ","revenu_decl_median ","niveau_vie_median ","part_foy_fisc_impos ","nb_suroccupes_2pers_plus ","nb_logement ","taux_lgmt_suroccupes ","qualair_PM10 situregl","qualair_PM10 nbstat_val","qualair_PM10 nbstat_dep","qualair_PM10 nbjmin_dep","qualair_PM10 nbjmax_dep","qualair_PM25 situregl","qualair_PM25 nbstat_val","qualair_PM25 nbstat_dep","qualair_NO2 situregl","qualair_NO2 nbstat_val","qualair_NO2 nbstat_dep","qualair_NO2 moyanmin_dep","qualair_NO2 moyanmax_dep","qualair_O3 situregl","qualair_O3 nbstat_val","qualair_O3 nbstat_dep","qualair_O3 nbjmin_dep","qualair_O3 nbjmax_dep","qualair_SO2 situregl","qualair_SO2 nbstat_val","qualair_SO2 nbstat_dep","pop_estim ","dcoll_oma ","oma_qhab ","dcoll_dma ","dma_qhab ","dma_type_col omr","dma_type_col separees","dma_type_col dech","dma_type_dech autr","dma_type_dech omr","dma_type_dech mr","dma_type_dech dvbd","dma_type_dech enc","dma_type_dech dang","dma_type_dech grav","nb_col_etud_pls ","nb_ind_pls ","parc_non_conv ","nb_tot_alncsem ","log_hlm_tot ","nb_resprinc ","part_pls ","log_hlm_phab ","nb_vacant_pls ","nb_dest_loc_pls ","taux_pls_vacant ","log occas","log vac","log res_princ","log res_sec","part_log occas","part_log vac","part_log res_princ","part_log res_sec","quantite_dd_prod ","nb_etab_prod_dd ","quantite_dd_trait ","nb_etab_trait_dd ","quantite_dechets_val ","quantite_dechets_tot ","taux_val_dechets ","quantite_dechets org","quantite_dechets rec","quantite_dechets cet","quantite_dechets inca","quantite_dechets incs","quantite_dechets nd","quantite_dechets isdi","nb_com_catnat atm","nb_com_catnat ava","nb_com_catnat temp82","nb_com_catnat temp99","nb_com_catnat ino","nb_com_catnat mvt","nb_com_catnat sei","nb_com_catnat volc","nb_com_catnat sec","ppr_prescrit atm","ppr_prescrit ava","ppr_prescrit ino","ppr_prescrit mvt","ppr_prescrit sei","ppr_prescrit volc","ppr_prescrit feu","ppr_approuve atm","ppr_approuve ava","ppr_approuve ino","ppr_approuve mvt","ppr_approuve sei","ppr_approuve volc","ppr_approuve feu","prg total","prg agriculture","prg co2_biomasse_hors_total","prg dechets","prg energie","prg industrie_hors_energie","prg residentiel","prg tertiaire","prg transports","prg_hab ","surface ","prg_surface ","ges_polluant ch4","ges_polluant co2","ges_polluant hfc","ges_polluant n2o","ges_polluant pfc","ges_polluant sf6","ges_polluant nf3","co2_pers_sem_g lt","co2_pers_sem_g lr","co2_pers_km_g lt","co2_pers_km_g lr","climat_dju_evol ","climat_dju_nb ","nb_com_vuln_eutro ","nb_com ","part_com_vuln_eutro ","nb_deld ","nb_deABC ","part_deld ","nb_expl_hve ","taux_mort_infant ","apl_medgen_moins65 ","pop_standard ","reemploi asso","reemploi ent","reemploi epub","phyto_qtach total","phyto_qtach autre","phyto_qtach cmr","phyto_qtach non_cmr","phyto_qtach fongi_bacteri","phyto_qtach herbi","phyto_qtach insecti_acari","phyto_qtach glypho","phyto_qtach non_glypho","parc_vp critair1_essence","parc_vp critair1_hybrr","parc_vp critair1_esshnr","parc_vp critair1_gaz","parc_vp critair1_autre","parc_vp critair2_essence","parc_vp critair2_esshnr","parc_vp critair2_gazol","parc_vp critair2_gazolhnr","parc_vp critair2_autre","parc_vp critair3","parc_vp critair4","parc_vp critair5","parc_vp critairE","parc_vp critairnc","part_critair_1_0_vp ","parc_pl critair1_essence","parc_pl critair1_gaz","parc_pl critair1_autre","parc_pl critair2_essence","parc_pl critair2_gazol","parc_pl critair2_gazolhnr","parc_pl critair2_autre","parc_pl critair3","parc_pl critair4","parc_pl critair5","parc_pl critairE","parc_pl critairnc","part_critair_1_0_pl ","recharg_vehic ","locaux_raccor ","couv4g ","enerc2e classiq_res","enerc2e precar_res","enerc2e classiq_ter","enerc2e precar_ter","puissance_inst hydraulique","puissance_inst eolien","puissance_inst photovolt","puissance_inst biogaz","capacite_prod biomethane","ecoener tot","ecoener col","ecoener ind","ecoener_cum tot","ecoener_cum col","ecoener_cum ind","surf_hab tot","surf_hab col","surf_hab ind","eco_surf tot","eco_surf col","eco_surf ind","eco_surf_cum tot","eco_surf_cum col","eco_surf_cum ind","infrac_tx_homicides ","infrac_tx_coups ","infrac_tx_violences_sex ","infrac_tx_violences_intrafam ","infrac_tx_degrad ","infrac_tx_vols_pers ","infrac_tx_vols_vehic ","infrac_tx_cambriolages ","bas_niveau_francais ","bas_niveau_maths "
"1","Ain","10.8","15","11.8","12.1","10.3","8.4","8.3","20.4","1133","3.8","352","16892.3441","3783.646","20675.9901","244313","8.46","46","148516","11","20496","0","228526","93845","14","3","23","10490","113","4","3424","38","1016","6989","1794","148","17350","528","1423","452","20455","422","244313","264290","43","58204","94374","17902","578505","736","12533","649","35","586","55469","411185","663202","32903","130458","41799","205160","36283","129138","40603","206025","69186","259597","82402","8.36","80.7","85.7","5586","5039","56286","18.88","752","608","3238","22176","14.6","10.4199894445309","13.8792322742327","14.821192895537","22.6813238139319","14.7616604637527","11.6540494557949","10.8593093335427","13.7672110633504","10.9933954059118","16.2265471142876","19.1121641189179","27.3412034370018","17.1740895057499","12.3848987712167","12.6044914355505","16.4484543640253","-5.22","-14.47","-22.45","-17.04","-14.05","-5.9","-13.85","-16.3","294241","11118","105764","22815","139698","15403","115286","23855","154544","26521","221050","46670","71.56","33.79","81.07","54.58","68.09","42.45","89.27","58.75","75.01","38.33","85.15","56.64","-6.92","-8.66","-8.2","-4.17","79.4","76487741421","0","339311","7898089","2946651608","0","73450176448","54795660","17690537","10189768","0","0","0","0","0","0","0","52","25","5","0","0","82","0","0","11","5","27","2","45","4.44","75","18","9","3","1","106","0.94","76","4","3","1","0","84","0","24","3","18","3","0","0","12.5","75","12.5","0","0","0","0","0","0","0","0","0.67","42.67","36","16.67","4","522","1669484","1414616","254868","742160","44.45","84.73","7336","5.9","5.7","6.1","14.7","5.4","4.2","29295","5798","19426","4071","323537","32319","240476","50741","9.05","17.94","8.08","8.02","8654","50079","17.28","32359","199969","16.18","10372","29295","35.4","24550","192432","12.76","22505","193123","11.65","2160","834","19185","22","304","7542","26104","28.89","14","19","10.9","16.8","18993","244387","9464","5567","3897","13803","11566","6.37","81.95","3.17","1.87","1.31","4.63","3.88","18","8","10","262","9","9","22","545619.933937","127790.16109","417829.772847","3.5","24780","24810","55.2","6937","286174","2.42","0","2","0","44","44","0","1","0","0","2","0","41","41","0","2","0","30","41","0","11","0","662008","179258.36","270.78","383546.21","579.37","124545.53","56446.67","202554","120.15","124545.53","97473.36","51877.21","51099.24","8867.21","49563.5","39294","8113","1469","48876","47407","284904","16.64","714.82","1824","45684","3.99","2982","26662","284904","15235","0.9","8.08","86.39","4.62","65866.04161","104","45293.952","16","190938.19","333926.41","57.65","77012.73","113925.46","54280.92","86007.71","0","2699.59","0","0","0","0","0","19","5","0","0","27","0","0","133","48","0","0","0","0","0","124","44","0","0","0","4411167.75734177","671303.224238178","667406.65288574","220709.607616871","26782.9208998027","873134.192927506","798679.290044364","348379.256346548","1472179.2652685","6.65","577503","7.64","431312.426456422","2924832.0063621","92831.1376017148","283063.470974263","4926.00412083693","6631.43563775394","164.623302938509","14076.0867550794","15921.3714376171","138.224073362292","132.295374072897","23.764557758892","2359.2","192","392","48.98","19990","44890","44.53","54","3.2","2.50300500822518","643571.701","29","35","0","334977.52","11982.11","48321.27","286656.24","68156.93","246193.38","8645.09","66477.23","268500.29","96661","1612","5449","1192","1","29358","111","126481","975","0","98488","32697","6782","2768","12566","26.75","0","9","0","0","2663","1","0","1095","652","742","0","892","0.17","96","49.8","97.9","2856939745","2818122537","143225430","473200","863","18","82","5.6","54.1","122444.765574344","29857.174247049","92587.5913272954","515533.026617875","143735.890195978","371797.136421895","27623414","7287006","20336408","0.44","0.41","0.46","1.87","1.97","1.83","0.0045235086745818","2.76537163639434","1.26507459265804","1.40681119779494","6.16101881478041","4.49485978630945","1.33141938655191","6.28594857217205","19.3","26.6"
"2","Aisne","18.8","30.4","23.3","21.2","17.7","13.6","10.8","20.1","1815","7.7","266","7237.2035","3550.5763","10787.7798","487754","2.21","246","420002","248","10785","61990","162555","264430","302","5815","14","10962","1250","62","6150","19","777","9893","4125","418","31757","213","4267","15742","8637","8600","487754","503723","731","54998","63485","11081","741954","2558","3928","460","39","236","49542","318950","527468","27921","94923","36365","159209","30669","94386","34687","159741","58589","189309","71052","9.39","76.1","82.6","8575","5228","50493","27.34","851","644","4436","19973","22.21","10.1820553749659","12.6490214882266","13.8612228780569","21.6287788544729","14.2604900878803","11.1305638656137","10.8058375851515","12.7125862788714","10.7191108236769","14.3332967823422","16.7015296757775","25.3881098824317","16.6908761444715","11.6772576889751","12.4631016177758","14.6126218626505","-5.01","-11.75","-17.01","-14.81","-14.56","-4.68","-13.3","-13","194689","7479","67872","16090","91441","9930","76369","16950","103248","17408","144241","33039","61.04","26.79","71.5","44.24","57.43","32.38","80.91","48.87","64.63","29.71","76.19","46.5","-7.2","-5.59","-9.41","-4.63","80.5","5481942025","3659162","17048531","466737","0","323245900","5088407050","36440303","5571698","7102644","0","0","0","0","0","0","0","23","78","24","2","0","127","0","0","1","27","34","0","62","0","19","16","24","14","7","80","8.75","47","30","0","0","7","84","8.33","4","1","2","1","0","0","25","50","25","0","0","0","0","0","0","0","0","0","100","0","0","0","138","640781","442504","198277","493350","76.99","69.06","7088","11.1","11.1","11.2","29.2","9.6","7.9","37877","8792","24138","4947","232566","26201","168379","37986","16.29","33.56","14.34","13.02","4595","29214","15.73","26603","152361","17.46","18986","37877","50.12","19952","145927","13.67","17476","148823","11.74","2306","391","13479","1168","132","11396","24131","47.23","14","21","10.9","18.2","10103","161724","4252","2280","1972","12073","9319","5.12","81.9","2.15","1.15","1","6.11","4.72","18","6","12","316","17","17","22","980682.962418","428373.020358","552309.94206","3.1","20200","20920","45.2","5442","232707","2.34","0","1","0","37","71","0","1","0","0","1","0","54","54","0","1","0","40","40","0","1","0","527076","167696.73","318.16","328139.22","622.57","115633.54","63119.34","149162.47","249.86","115633.54","73990.56","43659.33","55270.55","5830.35","33505.04","30997","9925","0","40922","40922","232629","17.59","775.82","1701","39479","4.31","1482","26673","232629","7597","0.55","9.94","86.68","2.83","82132.72006","96","191459.863","10","130058.34","294634.19","44.73","40931.54","89126.8","154510.69","5966.08","223.94","3875.05","0.09","0","0","0","0","112","4","0","0","0","0","0","369","7","0","0","0","0","0","353","5","0","0","0","4731736.60196311","1176553.60387616","416607.884857366","279414.699871638","3615.98446666069","792898.22755719","745580.734906452","377926.081215659","1355747.27006934","8.97","742681","6.37","722585.944924074","3092503.10816244","74971.4643298168","419165.206754021","2017.62965640984","3820.51456254356","64.8487164397426","14391.3984381963","17424.4196957706","139.156908975132","130.641811258314","20.1959191960207","2368.1","798","798","100","28380","53100","53.45","229","4.7","2.74218337998848","533854.985","19","40","0","1797842.36","177011.66","303338.72","1494503.63","458198.81","957903.9","204727.98","168684.09","1629158.26","61277","965","2972","1009","0","16112","36","101321","912","0","77586","31231","8173","1579","11719","22.36","2","124","0","0","5513","1","0","929","420","445","1","372","1.71","423","85.8","99.6","3357507361","4867134280","50788931","0","3","1130","90","4.8","304.8","118043.182657381","13952.9502834044","104090.232373976","414479.383681096","58179.658290002","356299.725391092","21615848","3277578","18338270","0.55","0.43","0.57","1.92","1.78","1.94","0.0113750976362547","4.22205707265654","1.69868124701404","2.50631317918812","8.20334124534569","4.32822465059492","1.56976347380315","4.98545056337279","32.9","41.7"
"3","Allier","16.2","24.8","20.5","18.3","16.1","12.2","12.2","20.1","846","6.5","370","20450.9675","2149.349","22600.3165","478632","4.72","191","206443","37","11281","0","176655","110442","620","26","13","14110","103","2","2301","77","461","3772","192","190","14145","253","1175","63","61521","2390","478632","495733","314","50335","271014","12694","737776","628","471","3960","26","270","46419","190741","334872","15482","55382","24741","95605","17552","54383","23201","95136","33034","109764","47942","13.86","78.3","84.6","5794","5453","47435","23.71","667","609","1844","10683","17.26","10.0831395231835","12.4406678410013","13.6339600933614","20.7936220676284","14.2195158519345","10.9441840612631","10.9987308460367","12.5363914423062","10.4888201348734","14.0402206768642","16.647272773803","25.2734452292688","16.0854784136408","11.4518452499459","12.063681854653","14.3823007828551","-3.87","-11.39","-18.1","-17.73","-11.6","-4.43","-8.83","-12.83","122612","4951","42741","11866","59558","7168","44630","11256","63054","12120","87370","23122","64.28","31.98","77.17","47.96","62.3","40.84","82.07","48.51","66.28","36.69","79.6","48.23","-3.98","-8.86","-4.89999999999999","-0.549999999999997","86.9","1849249411","8289260","1731620","5287176","0","2923097","1796215495","17636901","3926115","13239747","0","0","0","0","0","0","0","40","20","1","0","0","61","0","0","3","10","10","0","23","0","23","13","2","2","0","40","0","35","1","0","3","0","39","0","5","2","2","1","0","0","40","40","20","0","0","0","0","0","0","0","0","0","71.25","22.5","5","1.25","326","478731","380491","98240","351326","73.39","79.48","5432","8.3","8.6","8","21.1","7.2","6.3","17606","3507","11219","2879","140217","15627","98589","26001","12.56","22.44","11.38","11.07","3611","24965","14.46","17534","104720","16.74","8304","17606","47.17","12847","99898","12.86","13546","103642","13.07","2041","568","10606","81","250","4456","12715","35.05","9","16","7.1","13.3","3749","101566","3828","2394","1434","8055","7646","3","81.35","3.07","1.92","1.15","6.45","6.12","9","5","4","214","4","5","14","1102655.894461","285591.682491","817064.21197","3","20860","21500","45.3","2689","163737","1.64","0","4","0","171","171","0","3","0","0","4","0","49","49","0","4","0","27","29","0","1","0","334371","112903.97","337.66","211885.62","633.68","79472","37628.35","94785.27","9.02","79472","50237.07","30746.28","25319.09","4284.89","21817.25","14918","5282","0","20200","20200","163550","12.35","603.22","1228","19078","6.44","2164","30769","163550","13183","1.03","14.68","78.01","6.29","108957.29276","60","138437.008","17","91283.01","190068.37","48.43","30746.28","60536.73","53522.17","43662.68","2.55","1573.23","24.73","0","0","0","0","5","1","0","0","0","0","0","78","27","0","0","0","0","0","78","27","0","0","0","3460657.71505967","1277430.12968719","323772.167248514","193200.886872958","3669.65399492282","567188.137525807","502911.453608564","190926.372942193","725331.080428038","10.33","736531","4.7","856474.509380882","1833631.73285232","48685.7265900753","393910.692830858","1519.75167819241","2613.69189879309","49.4425800335338","13172.5619698531","13668.6200104996","138.106338149346","136.411435548913","20.1529248208748","2247.1","217","317","68.45","14270","27090","52.68","33","4.1","2.75916139585589","357507.68","12","46","0","281161.3","9487.54","56831.46","224329.84","42293.63","219991.35","9388.78","79002.27","202159.02","41056","478","1961","792","0","13277","32","60004","431","0","56428","22576","6549","934","13237","22.11","0","18","0","0","1603","1","0","668","343","465","0","584","0.58","180","60.8","99.6","1434635873","2163125199","88639332","0","35","54","247","4.2","8.9","75325.6569921306","11380.9222094666","63944.7347826642","318812.925545117","69995.0216148198","248817.903930297","15224774","2934154","12290620","0.49","0.39","0.52","2.09","2.39","2.02","0","3.26990611338064","1.3049762297236","1.80068802408084","8.06875462863422","4.57189612747557","0.818223082252323","4.32116808479312","24.3","32.6"
"4","Alpes-de-Haute-Provence","17.1","24.2","20.7","20.1","17.2","13.8","12.9","20.5","310","5.5","589","38553.5839","8702.5271","47256.111","159199","29.68","509","58743","17298","27188","0","428496","15720","0","2","121","2919","3608","0","1134","63","136","5344","1124","526","1785","83","4972","95","17115","173","159199","210194","668","24629","95484","51014","695851","772","20759","159","17","268","21305","95925","166077","6921","28807","12822","48550","7977","27457","11942","47376","14898","56264","24763","12.83","78.9","84.5","2879","1482","21823","19.98","330","234","786","4818","16.3","10.1807472639772","12.8634254274141","14.2082904116564","20.9494580626952","14.2509455982567","11.0725711431254","10.3533804070963","12.9829946139924","10.578890841137","14.5453116750746","17.667795542435","24.0815945906733","16.5400200696982","11.5435311527786","12.2029864428791","14.9891344535969","-3.76","-11.56","-19.58","-13.01","-13.84","-4.08","-15.16","-13.38","62489","2165","21824","6616","30606","2857","22805","6221","31883","5022","44629","12837","65.14","31.29","75.76","51.6","63.04","35.81","83.06","52.1","67.3","33.71","79.32","51.84","-4.26","-4.52","-7.3","-0.5","68.3","21476023800","2021576","9210737","50489233","0","90485263","21297237357","19844346","3828918","2579866","0","326504","0","0","0","0","0","18","1","1","0","0","20","0","1","4","0","0","0","5","0","90","8","1","0","1","100","1","98","2","0","0","0","100","0","19","0","18","1","0","0","0","94.74","5.26","0","0","0","0","0","0","0","0","0","40.54","43.24","13.51","2.7","248","378517","308151","70366","293518","77.54","81.41","35144","9.1","9","9.1","23.1","8.5","6.4","8907","1583","5797","1528","71396","6605","50426","14365","12.48","23.96","11.5","10.64","2830","19500","14.51","10413","49230","21.15","3614","8907","40.57","7728","47288","16.34","6647","50449","13.18","1027","207","5235","73","105","2178","5701","38.2","9","21","6.3","19.5","1845","51619","1739","1086","653","5238","3600","2.88","80.6","2.72","1.7","1.02","8.18","5.62","6","1","5","64","9","9","4","49291.222021","6500","42791.222021","3.2","21450","21790","47.3","2368","80527","2.94","0","2","0","44","44","0","2","0","0","1","0","41","53","1","2","2","34","44","0","2","0","165837","68726.86","414.42","136286.07","821.81","55038.97","14472.56","66774.54","5.24","55038.97","24114.55","18555.46","13948.14","2271.64","22352.08","5511","2029","27","7567","7540","80293","9.39","454.01","255","7399","3.45","1776","10864","80293","38619","1.35","8.26","61.04","29.36","16783.642","14","25780.175","7","49156.48","113934.01","43.15","15084.65","34071.83","64131.21","585.74","45.64","14.94","0","0","0","0","0","9","2","0","0","1","0","10","58","64","40","0","14","0","10","56","63","39","0","14","1093107.29647978","261612.458487521","93628.0489146671","72528.2418310743","1985.77254569864","169583.056845136","150293.580704512","72952.9333226259","364151.252743208","6.58","699415","1.56","147175.93282913","710769.858097262","30952.4419828228","108156.422418339","97.8203637407874","2324.99302095066","1.7788528633973","13050.0833362115","14325.2551531578","140.255922480388","139.301706248365","15.9902424150023","1901.95","15","198","7.58","8190","16120","50.81","52","2.2","3.31192408282962","173341.076","11","15","0","158183.48","4224.15","30981.59","127201.88","89614.61","38882.26","25462.44","11433.6","146749.88","21787","360","1540","551","0","7001","28","30762","194","0","27980","11002","2929","638","5528","23.74","0","1","0","0","461","0","0","303","289","366","0","437","0.07","147","36.4","85.1","769444967","807068442","84191730","0","1476","0","364","0.9","0","37709.2664455054","13454.7293970165","24254.5370484887","115182.824457864","38903.1684766001","76279.6559812641","6795883","2015345","4780538","0.55","0.67","0.51","1.69","1.93","1.6","0.0120426067426555","3.8175063374218","1.50532584283194","2.01111532602347","8.7429324951679","5.88883469715855","1.20426067426555","3.61075344965339","21.6","33.5"
